Participant,Pretest_fake_covid_3,Pretest_fake_general_8,Pretest_fake_general_15,Pretest_fake_general_10,Pretest_real_general_4,Pretest_real_general_3,Pretest_real_general_21,Pretest_real_covid_4,Pretest_fake_general_3,Pretest_real_general_30,Pretest_real_general_22,Pretest_fake_general_16,Pretest_fake_general_1,Pretest_real_general_7,Pretest_fake_general_28,Pretest_fake_covid_9,Pretest_fake_general_7,Pretest_real_covid_6,Pretest_fake_covid_7,Pretest_fake_general_2,Pretest_fake_covid_1,Pretest_fake_general_14,Pretest_fake_covid_2,Pretest_fake_general_21,Pretest_real_general_1,Pretest_real_covid_5,Pretest_fake_general_19,Pretest_real_general_8,Pretest_real_general_11,Pretest_fake_general_17,Pretest_fake_general_13,Pretest_real_general_9,Pretest_real_general_6,Pretest_real_general_28,Pretest_real_covid_9,Pretest_real_covid_1,Pretest_real_general_12,Pretest_real_general_29,Pretest_fake_general_29,Pretest_real_general_25,Posttest_real_general_5,Posttest_real_general_10,Posttest_fake_general_20,Posttest_real_general_14,Posttest_fake_general_5,Posttest_real_covid_10,Posttest_fake_general_12,Posttest_real_covid_8,Posttest_real_general_19,Posttest_real_general_26,Posttest_real_general_2,Posttest_fake_covid_5,Posttest_fake_general_30,Posttest_real_general_24,Posttest_real_general_23,Posttest_real_general_16,Posttest_fake_general_9,Posttest_real_general_13,Posttest_fake_general_25,Posttest_fake_general_24,Posttest_fake_covid_10,Posttest_fake_general_26,Posttest_fake_general_18,Posttest_real_covid_3,Posttest_fake_general_6,Posttest_real_general_17,Posttest_real_general_27,Posttest_fake_covid_8,Posttest_fake_general_27,Posttest_fake_general_11,Posttest_fake_covid_6,Posttest_fake_general_4,Posttest_real_general_20,Posttest_real_covid_7,Posttest_fake_general_23,Posttest_real_general_31,Posttest_real_general_15,Posttest_real_general_18,Posttest_fake_general_22,Posttest_real_covid_2,Posttest_fake_covid_4,Pretest_real_general_13,Pretest_fake_covid_4,Pretest_fake_general_4,Pretest_real_general_17,Pretest_fake_general_25,Pretest_fake_general_18,Pretest_real_general_24,Pretest_fake_general_24,Pretest_real_covid_3,Pretest_fake_general_26,Pretest_fake_general_23,Pretest_real_general_27,Pretest_real_general_14,Pretest_real_general_16,Pretest_fake_general_5,Pretest_real_general_5,Pretest_real_general_20,Pretest_real_general_15,Pretest_real_covid_2,Pretest_fake_covid_5,Posttest_real_general_4,Posttest_fake_general_8,Posttest_fake_general_1,Posttest_fake_general_13,Posttest_fake_general_19,Posttest_real_covid_9,Posttest_real_general_29,Posttest_fake_general_15,Posttest_real_general_6,Posttest_real_general_11,Posttest_real_general_12,Posttest_real_general_1,Posttest_fake_covid_7,Posttest_real_general_22,Posttest_fake_general_7,Posttest_real_general_21,Posttest_real_covid_5,Posttest_fake_general_10,Posttest_fake_covid_2,Posttest_real_general_3,Pretest_real_covid_8,Pretest_fake_general_12,Pretest_fake_general_22,Pretest_fake_general_20,Pretest_fake_covid_8,Pretest_real_general_31,Pretest_real_covid_7,Pretest_real_general_19,Pretest_real_general_2,Pretest_real_general_26,Pretest_fake_general_9,Posttest_fake_general_2,Posttest_real_general_8,Posttest_fake_general_3,Posttest_fake_covid_3,Posttest_real_covid_6,Posttest_real_covid_1,Posttest_fake_general_21,Posttest_fake_general_14,Posttest_fake_general_17,Posttest_real_general_7,Pretest_real_general_18,Pretest_fake_general_30,Pretest_fake_general_11,Pretest_real_general_10,Pretest_real_covid_10,Pretest_fake_covid_10,Pretest_fake_general_6,Posttest_fake_general_29,Posttest_fake_general_28,Posttest_real_general_30,Posttest_real_covid_4,Posttest_fake_general_16,Posttest_real_general_9,Posttest_real_general_28,Pretest_fake_general_27,Posttest_fake_covid_9,Pretest_real_general_23,Pretest_fake_covid_6,Posttest_fake_covid_1,Posttest_real_general_25
9w6n7pyrpf,100,0,0,NA,72,72,NA,NA,0,NA,29,NA,NA,58,0,NA,NA,100,NA,6,100,NA,NA,NA,NA,NA,12,NA,1,0,0,79,NA,100,64,NA,6,NA,NA,86,76,0,2,NA,22,74,83,NA,13,75,96,100,0,100,100,91,NA,NA,NA,NA,NA,NA,23,NA,0,29,NA,NA,0,NA,87,NA,NA,100,NA,100,NA,NA,17,NA,NA,0,0,0,NA,11,NA,NA,0,100,31,0,69,0,NA,NA,NA,73,31,100,NA,NA,NA,6,NA,NA,NA,87,NA,60,NA,NA,27,28,NA,14,100,81,16,23,NA,100,NA,NA,NA,62,NA,NA,NA,NA,NA,0,NA,41,NA,NA,NA,77,12,71,NA,NA,83,NA,6,NA,NA,0,NA,7,NA,100,38,0,NA,NA,NA,100,NA,NA,NA,NA
lrlnysrna1,NA,0,0,NA,NA,69,100,100,0,100,100,0,NA,0,NA,NA,0,NA,91,NA,NA,0,NA,0,0,82,21,NA,NA,NA,0,NA,NA,100,NA,NA,NA,NA,NA,91,NA,18,0,0,0,NA,NA,83,84,NA,56,100,0,NA,NA,100,0,22,NA,0,NA,NA,NA,NA,NA,94,NA,NA,0,0,NA,0,NA,100,0,NA,52,87,NA,NA,NA,NA,0,NA,NA,0,0,100,NA,100,0,NA,83,NA,NA,NA,0,100,NA,100,NA,78,NA,0,NA,NA,68,100,NA,0,0,0,NA,NA,NA,NA,NA,NA,8,0,NA,NA,25,0,NA,85,67,NA,NA,NA,100,NA,0,0,NA,100,100,75,NA,NA,0,NA,NA,NA,NA,NA,100,25,0,0,0,NA,NA,NA,12,NA,NA,87,100,100,100,NA
vqbw67uryo,NA,36,NA,61,NA,61,NA,NA,20,60,57,NA,8,27,NA,53,27,66,17,56,NA,45,NA,34,NA,58,NA,33,38,NA,36,42,70,NA,70,62,NA,NA,NA,NA,38,NA,41,30,67,65,NA,39,60,NA,NA,36,62,NA,NA,37,NA,20,32,70,NA,NA,NA,62,NA,60,NA,36,24,60,NA,NA,62,50,36,42,NA,63,34,NA,NA,NA,28,68,NA,NA,38,68,NA,NA,4,NA,63,NA,NA,NA,NA,NA,70,73,NA,56,NA,NA,NA,64,NA,65,37,NA,NA,30,63,NA,NA,NA,60,NA,NA,65,NA,NA,73,NA,NA,NA,NA,NA,NA,55,60,17,NA,NA,NA,61,NA,NA,NA,NA,36,NA,NA,NA,NA,30,NA,62,61,26,61,NA,62,36,NA,76,NA,NA,69,70,70,62
28yl2mg5ax,20,0,55,86,NA,88,NA,NA,0,NA,85,NA,NA,NA,0,NA,0,87,74,NA,55,NA,NA,NA,72,88,NA,NA,NA,3,NA,16,NA,NA,78,NA,0,86,NA,NA,54,37,0,0,NA,NA,66,75,NA,NA,100,100,0,NA,100,NA,NA,73,NA,6,26,38,NA,88,NA,NA,NA,38,0,NA,NA,NA,NA,NA,NA,74,NA,NA,8,100,NA,NA,0,0,72,0,61,100,NA,NA,NA,0,91,NA,100,3,NA,86,86,NA,NA,0,NA,0,9,4,NA,NA,NA,90,0,NA,NA,NA,NA,NA,83,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,49,51,NA,38,0,50,0,NA,NA,NA,49,58,0,NA,0,80,NA,12,NA,83,NA,0,8,NA,64,82,0,NA,58,NA,0,NA,24,NA,68
mqdorx5qzs,NA,NA,NA,NA,NA,88,100,100,0,100,NA,NA,0,NA,NA,17,NA,NA,NA,0,NA,NA,19,0,NA,NA,31,NA,0,NA,20,0,65,NA,100,NA,NA,NA,NA,NA,NA,0,16,NA,NA,NA,NA,100,30,71,NA,NA,0,NA,NA,64,NA,58,NA,NA,NA,NA,58,NA,NA,NA,72,79,68,0,NA,NA,NA,NA,NA,85,NA,NA,63,100,0,NA,NA,0,100,14,NA,100,76,100,0,0,NA,0,NA,33,91,100,85,NA,100,0,73,NA,NA,NA,NA,100,0,NA,NA,0,76,100,100,0,NA,100,69,NA,NA,NA,28,NA,NA,NA,NA,100,NA,58,NA,0,NA,0,NA,100,100,100,NA,13,67,0,58,NA,NA,NA,100,100,0,65,0,NA,NA,0,NA,71,NA,NA,100,100,100,77
z34lfjwl4n,NA,NA,8,NA,NA,NA,68,NA,NA,50,NA,2,NA,0,5,NA,4,50,NA,NA,50,NA,37,20,50,NA,23,NA,8,NA,16,NA,80,66,NA,71,0,78,22,NA,9,NA,15,0,NA,NA,33,71,NA,NA,50,NA,NA,NA,NA,67,3,NA,8,NA,5,17,NA,NA,0,22,32,9,NA,16,NA,NA,7,11,NA,67,73,65,23,NA,NA,6,0,49,NA,NA,24,23,4,72,NA,7,NA,NA,NA,0,NA,NA,NA,77,100,9,14,13,NA,NA,8,NA,NA,NA,NA,NA,NA,8,22,NA,NA,11,65,NA,23,NA,NA,NA,NA,NA,NA,NA,11,NA,77,NA,50,1,16,9,NA,NA,NA,4,11,NA,NA,20,NA,7,73,NA,NA,NA,NA,NA,11,NA,2,NA,7,29,79,65,NA,72
tjytdnudvk,40,NA,57,NA,63,60,83,59,47,NA,21,NA,69,NA,39,67,61,NA,NA,NA,NA,NA,NA,30,NA,77,NA,NA,45,41,60,NA,57,NA,79,37,NA,NA,43,NA,NA,NA,NA,69,58,77,NA,36,NA,42,38,NA,NA,63,NA,100,43,46,63,38,40,60,54,NA,64,NA,71,NA,75,NA,NA,NA,NA,64,34,NA,NA,NA,NA,40,37,NA,NA,38,34,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,68,67,67,NA,54,NA,64,NA,NA,61,NA,41,NA,NA,NA,35,64,73,NA,NA,NA,NA,64,37,NA,NA,62,76,40,70,33,NA,17,NA,NA,NA,39,57,NA,NA,39,NA,NA,68,NA,67,33,77,28,22,NA,NA,NA,NA,NA,37,NA,61,42,65,NA,NA,68,64,39,71
486z8n358y,NA,0,NA,NA,NA,NA,100,94,7,17,90,NA,63,60,11,NA,NA,72,NA,NA,NA,72,0,67,75,NA,NA,8,0,NA,NA,NA,100,NA,100,NA,0,NA,0,74,NA,100,NA,0,NA,100,100,NA,66,88,74,NA,NA,NA,NA,69,NA,NA,83,NA,NA,85,NA,NA,3,66,98,NA,23,NA,NA,NA,NA,77,0,30,80,100,13,94,3,100,NA,100,NA,NA,96,70,100,100,NA,NA,NA,NA,NA,92,16,94,NA,NA,100,0,NA,NA,8,27,NA,71,2,NA,NA,NA,NA,89,NA,0,NA,99,100,NA,69,100,NA,NA,62,70,NA,NA,NA,NA,NA,0,87,NA,NA,77,NA,75,NA,NA,7,NA,NA,56,100,NA,NA,98,NA,NA,NA,NA,NA,0,4,87,NA,95,100,16,100,NA
edzdl0pham,40,NA,18,100,100,59,NA,NA,0,65,NA,100,65,0,NA,100,NA,NA,NA,23,81,66,17,5,NA,100,NA,NA,NA,NA,38,57,100,NA,100,0,0,NA,NA,NA,92,3,10,0,16,NA,NA,94,88,NA,NA,100,NA,89,72,NA,18,NA,NA,15,94,8,NA,85,NA,99,NA,62,10,70,NA,NA,NA,NA,94,NA,NA,29,6,73,86,67,NA,5,NA,88,31,NA,NA,NA,NA,NA,100,NA,76,NA,NA,79,99,NA,NA,NA,20,NA,NA,38,NA,87,NA,NA,0,NA,100,84,88,4,20,NA,NA,NA,NA,NA,45,NA,NA,NA,14,69,NA,78,100,NA,NA,9,NA,NA,84,NA,NA,NA,0,NA,NA,25,NA,NA,70,NA,31,81,85,NA,79,NA,NA,89,NA,NA,NA,84,NA,87
fy40kgvnwp,95,20,NA,77,NA,83,NA,96,NA,NA,32,NA,6,NA,73,NA,7,NA,NA,70,100,7,NA,NA,85,NA,NA,NA,8,3,NA,NA,87,NA,99,88,8,71,23,24,7,10,3,NA,NA,NA,99,100,NA,78,NA,86,NA,85,99,NA,5,NA,NA,7,NA,6,15,95,NA,83,86,75,9,NA,NA,NA,NA,93,11,73,NA,89,8,NA,NA,9,30,72,NA,8,NA,NA,NA,NA,NA,NA,NA,0,97,9,NA,9,94,100,NA,5,NA,NA,4,10,NA,NA,67,NA,NA,NA,NA,84,NA,NA,91,88,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,9,82,NA,NA,NA,6,9,NA,94,NA,14,NA,NA,8,NA,71,76,NA,93,100,12,NA,NA,92,NA,2,7,93,NA,7,NA,90,NA,NA
fg5zeym0ys,NA,NA,1,80,NA,10,NA,28,3,NA,NA,NA,2,NA,1,3,1,87,3,79,82,6,NA,NA,57,NA,NA,8,2,NA,6,80,80,NA,91,NA,2,83,NA,6,NA,3,1,2,2,NA,NA,94,66,72,5,91,1,65,85,NA,NA,NA,2,4,NA,1,4,80,NA,62,NA,NA,NA,NA,4,3,77,NA,NA,NA,80,NA,4,71,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,72,NA,62,NA,13,NA,NA,NA,NA,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,86,78,NA,3,NA,NA,93,NA,NA,3,33,77,NA,NA,NA,2,NA,NA,NA,3,NA,72,5,NA,2,1,71,NA,1,NA,96,67,2,19,NA,34,NA,2,NA,69,2,NA,NA,NA,NA,NA
tkpmkblefo,NA,NA,NA,NA,NA,66,61,NA,34,78,NA,38,NA,NA,NA,NA,27,NA,57,NA,38,49,25,59,NA,71,18,NA,37,NA,NA,72,65,72,NA,62,66,NA,81,NA,NA,83,NA,NA,NA,NA,NA,70,62,79,35,62,79,NA,NA,65,NA,67,NA,NA,78,21,74,NA,NA,85,30,67,32,70,NA,31,23,NA,76,NA,NA,NA,NA,29,NA,NA,18,NA,NA,65,NA,72,58,63,NA,NA,NA,84,NA,80,40,NA,61,NA,NA,25,78,27,84,NA,36,73,38,NA,NA,NA,68,NA,74,NA,NA,NA,72,NA,NA,NA,46,60,76,NA,69,29,NA,NA,NA,39,42,76,NA,65,32,NA,NA,NA,29,88,37,NA,NA,NA,36,NA,37,NA,77,NA,33,NA,NA,NA,NA,84,65,38,NA,42
g6roof0d73,90,0,NA,NA,63,13,77,NA,NA,78,84,0,NA,NA,NA,61,NA,NA,65,7,NA,NA,25,14,NA,NA,NA,NA,NA,10,69,NA,NA,81,81,NA,0,NA,NA,NA,62,63,NA,0,0,NA,NA,NA,NA,38,80,93,13,100,NA,NA,NA,20,NA,NA,20,9,23,NA,10,NA,NA,0,NA,NA,85,NA,NA,83,3,NA,62,NA,NA,NA,NA,NA,0,8,70,15,NA,NA,0,100,NA,NA,44,NA,100,NA,NA,73,NA,100,NA,NA,NA,0,NA,8,NA,72,0,100,0,NA,64,NA,NA,0,NA,78,100,NA,NA,100,87,0,0,NA,37,NA,68,NA,NA,10,NA,66,0,NA,100,71,NA,15,NA,5,66,NA,0,NA,100,NA,NA,4,14,NA,82,NA,30,NA,14,NA,100,NA,89,75
j7pmq0aqk8,92,NA,4,NA,NA,NA,NA,74,NA,63,NA,NA,NA,NA,58,2,NA,NA,NA,NA,NA,58,4,8,59,NA,NA,59,NA,0,NA,46,89,70,65,77,NA,60,NA,NA,63,0,NA,0,12,NA,NA,100,NA,NA,NA,100,0,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,100,1,NA,87,10,NA,0,NA,0,NA,93,NA,79,82,65,NA,NA,0,41,NA,NA,75,15,1,84,55,NA,0,0,NA,NA,NA,NA,NA,58,NA,90,NA,58,65,1,20,64,NA,NA,NA,NA,0,0,NA,78,65,0,76,87,99,NA,66,NA,60,0,17,NA,NA,NA,76,18,58,0,46,NA,0,NA,93,NA,NA,NA,NA,13,NA,NA,NA,NA,100,100,NA,6,NA,NA,NA,0,NA,NA,0,NA,62,96,100,61
h59apdh6h3,NA,9,NA,77,NA,59,89,NA,0,NA,NA,0,0,13,NA,NA,NA,97,NA,NA,NA,82,56,NA,NA,NA,11,NA,0,NA,NA,NA,NA,26,NA,NA,NA,NA,1,84,0,NA,NA,4,NA,76,1,NA,0,NA,NA,NA,91,79,NA,100,NA,NA,NA,7,NA,76,18,NA,NA,68,NA,NA,0,2,79,NA,NA,NA,0,NA,NA,96,NA,NA,NA,8,2,10,NA,0,NA,NA,NA,96,NA,NA,98,NA,NA,70,NA,0,69,90,14,0,NA,NA,8,NA,84,72,70,100,NA,0,2,89,2,7,NA,83,NA,NA,NA,78,NA,0,81,8,2,64,NA,100,65,7,98,86,NA,11,NA,4,90,NA,0,NA,NA,NA,NA,0,NA,82,69,NA,14,67,100,NA,76,NA,NA,66,23,NA,87,NA
c9lgj1au6k,NA,NA,19,57,NA,60,76,66,57,NA,NA,41,9,56,NA,63,NA,58,NA,60,NA,65,66,NA,NA,59,61,NA,20,37,NA,33,NA,75,NA,NA,23,43,62,NA,68,NA,NA,8,27,NA,NA,NA,43,55,NA,NA,59,66,60,67,NA,58,75,56,68,66,71,58,19,NA,NA,71,NA,72,NA,36,58,35,3,NA,NA,NA,NA,77,NA,NA,10,NA,75,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,84,NA,82,6,67,NA,40,NA,60,NA,NA,86,NA,NA,81,61,61,29,NA,NA,NA,NA,NA,70,69,34,36,NA,61,NA,NA,30,NA,18,NA,66,NA,17,NA,58,63,NA,NA,NA,75,NA,NA,61,43,NA,NA,NA,42,73,NA,NA,NA,NA,37,NA,NA,59,59,64
kd63p71hdm,7,42,NA,NA,14,NA,80,26,73,88,NA,NA,NA,50,7,72,13,79,73,40,50,68,NA,77,85,NA,NA,NA,NA,NA,73,NA,74,33,NA,82,68,72,NA,NA,NA,16,76,0,NA,0,92,72,62,NA,NA,55,0,80,NA,31,NA,39,NA,65,65,76,73,71,NA,9,NA,NA,NA,NA,0,NA,60,NA,0,73,32,NA,0,NA,28,NA,NA,11,NA,77,NA,NA,NA,NA,NA,NA,71,NA,NA,11,86,NA,NA,50,NA,NA,NA,0,NA,88,62,NA,25,NA,55,NA,NA,NA,78,NA,NA,83,64,62,7,NA,NA,NA,NA,22,NA,4,NA,88,66,64,NA,8,NA,NA,NA,NA,NA,NA,64,NA,70,NA,88,NA,NA,NA,69,75,NA,NA,NA,66,56,NA,78,NA,50,NA,NA,67
uq39togc1w,NA,94,NA,NA,NA,NA,NA,79,5,NA,NA,NA,NA,6,7,5,85,NA,NA,4,7,6,NA,86,NA,92,5,NA,7,NA,8,NA,NA,NA,NA,NA,3,90,NA,87,NA,NA,NA,NA,12,NA,95,NA,NA,NA,8,94,NA,8,NA,NA,NA,4,5,NA,NA,12,7,NA,NA,NA,90,4,6,10,NA,88,7,94,7,NA,93,NA,NA,89,NA,NA,8,NA,7,NA,NA,NA,0,8,NA,NA,NA,9,94,NA,6,NA,NA,NA,NA,6,NA,6,NA,NA,91,NA,92,94,NA,NA,96,15,8,NA,95,NA,92,90,95,89,NA,3,96,NA,100,NA,87,NA,10,2,NA,10,NA,10,88,96,NA,NA,3,NA,84,2,NA,7,0,89,8,5,NA,95,NA,5,11,9,NA,NA,96,91,NA,NA
vwwuhjx7me,50,NA,50,65,50,100,100,NA,0,71,NA,0,NA,NA,NA,100,23,NA,93,NA,50,NA,NA,0,100,100,NA,NA,0,NA,0,18,NA,100,100,50,NA,NA,NA,NA,NA,0,NA,NA,NA,100,100,100,NA,NA,30,100,57,100,NA,NA,0,42,NA,0,NA,0,NA,58,NA,43,90,50,NA,NA,79,NA,95,NA,0,100,46,NA,0,NA,0,NA,NA,7,NA,0,0,NA,NA,NA,NA,NA,NA,0,100,45,100,NA,NA,100,NA,NA,83,0,NA,0,NA,100,NA,59,NA,0,NA,NA,56,NA,NA,NA,NA,41,NA,NA,NA,NA,65,NA,NA,0,54,NA,85,NA,50,50,NA,NA,100,NA,NA,0,0,0,81,NA,50,NA,NA,35,100,0,0,NA,0,NA,NA,NA,0,NA,100,NA,NA,84
gzcthqpsk9,NA,93,94,NA,87,95,NA,NA,9,NA,NA,8,92,9,NA,79,23,NA,NA,95,25,77,92,NA,NA,7,NA,81,8,8,NA,91,NA,NA,NA,95,NA,84,NA,NA,NA,6,NA,8,16,87,95,NA,87,92,NA,74,95,NA,NA,NA,93,88,75,NA,NA,94,73,NA,NA,89,NA,NA,83,NA,88,NA,81,NA,NA,NA,94,NA,91,94,4,NA,NA,7,NA,NA,NA,93,91,95,NA,8,17,NA,95,NA,22,NA,NA,NA,NA,NA,NA,NA,12,97,15,NA,NA,93,NA,85,96,10,6,NA,95,NA,95,NA,NA,83,NA,NA,95,9,89,19,NA,83,NA,NA,NA,NA,NA,94,94,NA,93,NA,NA,NA,85,NA,5,NA,NA,95,87,94,9,96,9,NA,NA,83,NA,NA,87,NA,NA,94
sx10562bm3,NA,65,NA,66,NA,71,71,NA,NA,NA,NA,NA,NA,36,NA,NA,28,NA,30,37,NA,NA,NA,66,50,63,NA,27,27,50,58,NA,NA,NA,NA,69,27,NA,NA,NA,NA,35,33,NA,NA,NA,NA,63,NA,36,36,NA,NA,32,64,NA,NA,NA,NA,NA,NA,62,64,NA,NA,NA,64,33,38,37,NA,NA,63,59,42,NA,58,NA,50,NA,NA,28,35,34,64,67,NA,NA,62,50,NA,NA,NA,33,63,31,36,NA,NA,71,35,35,NA,39,NA,29,64,61,34,63,NA,NA,NA,NA,50,NA,NA,NA,NA,65,NA,NA,67,NA,NA,NA,66,NA,67,NA,NA,32,NA,NA,35,65,66,NA,NA,35,NA,NA,70,50,NA,NA,61,67,31,69,62,37,33,32,32,65,NA,67,NA,63,37,60
2jjcpmg4qa,56,NA,NA,NA,NA,75,NA,70,7,40,NA,32,NA,NA,44,NA,NA,41,NA,41,NA,NA,NA,NA,NA,38,17,59,NA,34,NA,55,72,NA,82,NA,NA,NA,13,NA,54,36,41,13,NA,32,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,42,NA,NA,61,36,56,NA,68,58,41,34,NA,40,NA,37,NA,NA,56,NA,NA,58,NA,38,8,NA,72,29,NA,NA,NA,NA,24,31,NA,NA,58,23,NA,70,NA,NA,35,55,37,35,70,NA,NA,62,36,NA,29,25,55,59,64,44,58,NA,57,35,NA,56,85,59,NA,NA,45,NA,65,58,60,36,NA,NA,NA,NA,NA,34,45,41,NA,37,63,81,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,61,NA,43,64,64,58,42
baf7wjcr9m,NA,1,NA,48,NA,2,90,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,74,53,60,7,8,5,46,45,NA,NA,NA,30,NA,NA,NA,96,98,NA,4,99,NA,NA,NA,46,NA,0,0,96,NA,NA,96,NA,NA,99,NA,NA,NA,86,0,NA,55,0,NA,1,NA,NA,NA,NA,90,NA,NA,NA,94,0,53,99,7,NA,61,65,NA,NA,2,4,NA,NA,100,NA,10,85,NA,98,NA,NA,NA,NA,NA,NA,73,NA,NA,100,NA,0,NA,2,1,5,NA,NA,0,77,5,NA,NA,NA,46,2,NA,NA,NA,NA,NA,100,53,18,0,58,56,NA,NA,47,60,NA,NA,1,0,97,92,92,NA,NA,NA,NA,NA,0,13,NA,NA,11,59,0,12,83,85,NA,93,NA,4,100,94,NA,NA,87
z1xkjk1d7v,NA,75,25,80,0,NA,100,8,NA,NA,84,6,NA,NA,31,NA,NA,NA,0,22,NA,NA,0,NA,NA,83,63,NA,0,87,73,0,74,NA,NA,63,83,NA,NA,0,NA,NA,74,NA,0,NA,89,66,80,82,21,NA,4,NA,100,100,NA,0,0,NA,96,50,NA,100,3,68,61,NA,21,NA,93,NA,NA,26,72,NA,79,NA,NA,NA,NA,NA,0,0,NA,NA,0,74,14,NA,NA,NA,NA,0,NA,NA,77,75,NA,10,100,NA,NA,0,NA,NA,67,93,NA,NA,NA,NA,89,NA,NA,5,NA,NA,NA,NA,59,NA,NA,3,NA,0,50,NA,NA,NA,NA,0,NA,90,0,77,73,NA,68,62,NA,0,79,NA,15,6,43,NA,NA,94,NA,80,NA,NA,NA,79,NA,70,NA,NA,95,NA
nc658klym2,NA,NA,0,NA,100,100,NA,NA,NA,NA,100,NA,0,NA,NA,100,NA,100,100,NA,100,NA,NA,100,NA,100,NA,100,NA,84,NA,NA,NA,NA,NA,NA,0,100,0,0,0,NA,NA,0,0,NA,NA,NA,NA,100,100,0,NA,NA,NA,100,NA,100,100,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,NA,NA,100,NA,100,100,NA,NA,0,NA,100,NA,100,100,0,100,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,100,0,100,NA,NA,100,0,NA,100,NA,NA,0,100,NA,100,100,NA,100,100,NA,100,100,0,NA,100,NA,NA,0,100,NA,100,0,NA,100,NA,0,NA,100,100,100,NA,0,100,NA,0,NA,100,100,100,100,100,100,100,NA,100,NA,NA,NA
w8luz6qhhw,NA,88,NA,NA,9,NA,97,91,50,NA,87,NA,NA,100,NA,100,90,NA,NA,99,NA,89,98,NA,17,NA,NA,NA,NA,100,77,89,NA,NA,NA,NA,NA,92,80,NA,NA,9,86,NA,NA,NA,78,64,NA,86,NA,NA,85,82,NA,14,NA,NA,84,NA,89,NA,82,NA,NA,83,85,NA,NA,84,NA,NA,22,NA,11,91,NA,NA,84,NA,75,76,NA,18,NA,NA,NA,NA,83,100,98,NA,NA,97,NA,88,10,NA,10,95,100,NA,NA,85,NA,81,74,NA,81,88,83,83,NA,21,NA,NA,NA,89,80,NA,74,NA,NA,NA,NA,89,NA,100,9,50,NA,92,NA,85,NA,81,91,89,50,NA,NA,NA,16,NA,NA,NA,100,NA,97,NA,79,82,NA,78,NA,81,87,NA,88,94,94,79
7egdyyx9f9,100,NA,0,76,NA,31,100,NA,NA,59,55,0,NA,12,8,100,0,100,NA,NA,NA,NA,0,0,NA,NA,43,NA,NA,0,NA,NA,100,NA,100,NA,NA,NA,0,58,85,76,48,0,NA,NA,72,100,NA,NA,NA,100,NA,NA,NA,86,NA,78,0,NA,NA,0,0,100,0,NA,NA,66,0,48,100,0,100,NA,NA,76,NA,86,NA,NA,NA,NA,0,NA,62,NA,NA,63,10,NA,NA,0,72,NA,NA,0,NA,NA,64,100,NA,100,0,29,0,NA,NA,100,NA,NA,0,0,68,100,NA,NA,NA,100,NA,NA,NA,NA,NA,0,NA,NA,NA,32,74,70,73,0,0,50,0,NA,NA,56,NA,0,NA,NA,NA,0,NA,NA,100,100,NA,NA,NA,NA,0,NA,100,59,NA,NA,100,NA,100,NA
esbwy91tod,76,NA,66,67,55,NA,93,NA,NA,NA,NA,78,60,NA,68,NA,NA,63,NA,NA,87,44,82,NA,NA,64,74,56,NA,NA,79,NA,66,71,NA,NA,40,NA,NA,NA,NA,NA,81,84,85,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,85,74,NA,86,72,80,NA,76,76,NA,75,81,88,NA,NA,77,NA,69,NA,78,NA,84,NA,78,80,NA,51,34,62,NA,NA,NA,73,NA,NA,60,NA,NA,NA,NA,NA,56,NA,NA,NA,75,NA,81,NA,NA,NA,85,81,NA,NA,85,NA,83,80,82,80,NA,NA,NA,NA,75,82,68,NA,NA,NA,38,78,53,NA,63,NA,81,NA,75,NA,NA,78,77,NA,81,85,80,83,56,75,75,NA,57,76,NA,82,86,NA,74,NA,44,79,96,NA,NA,77
wqge294e41,NA,100,NA,NA,NA,100,NA,NA,NA,0,100,0,0,NA,0,100,0,NA,NA,NA,NA,NA,NA,100,100,NA,0,NA,NA,0,NA,0,100,NA,NA,100,0,100,0,NA,0,0,NA,0,NA,NA,NA,NA,100,0,0,100,100,0,NA,0,100,NA,0,0,NA,NA,100,NA,NA,NA,NA,NA,100,0,NA,0,NA,NA,100,NA,100,NA,NA,100,NA,0,0,NA,0,NA,NA,NA,NA,0,100,NA,100,NA,NA,0,NA,100,NA,NA,NA,100,NA,NA,100,NA,100,NA,100,NA,100,NA,NA,100,NA,NA,100,0,100,100,NA,100,100,100,0,0,100,100,NA,NA,NA,NA,0,0,100,100,100,NA,NA,0,NA,100,0,NA,NA,NA,100,0,100,NA,NA,NA,0,NA,NA,100,NA,NA,100,0,100,100
