"Participant","Sample","Experiment_Duration","Date","Time","Browser","Mobile","Platform","Screen_Width","Screen_Height","Gender","Education","Age","Ethnicity","COVID_Vaccination","FakeNews_SubjectiveDiscrimination","BFI_Duration","BFI10_1","BFI10_2","BFI10_3","BFI10_4","BFI10_5","BFI10_6","BFI10_7","BFI10_8","BFI10_9","BFI10_10","VSA_Duration","VSA_1","VSA_2","VSA_3","VSA_4","VSA_5","VSA_6","ANES_Duration","Political_Ideology","Political_Affiliation","GCBS_Duration","GCBS15_13","GCBS15_10","GCBS15_15","GCBS15_8","GCBS15_2","GCBS15_1","GCBS15_12","GCBS15_14","GCBS15_3","GCBS15_9","GCBS15_7","GCBS15_4","GCBS15_11","GCBS15_5","GCBS15_6","Intervention_Questions_Confidence","Intervention","Intervention_Duration","Intervention_Questions_Score","Intervention_Questions_Duration","Intervention_Questions_Favorite","Intervention_Questions_Repeat","Intervention_Questions_Recommend","MOCRI_PRE_2_NonManipulative","MOCRI_PRE_11_NonManipulative","MOCRI_PRE_12_Manipulative","MOCRI_PRE_4_NonManipulative","MOCRI_PRE_3_Manipulative","MOCRI_PRE_9_NonManipulative","MOCRI_PRE_5_NonManipulative","MOCRI_PRE_1_Manipulative","MOCRI_PRE_8_Manipulative","MOCRI_PRE_6_Manipulative","MOCRI_PRE_10_Manipulative","MOCRI_PRE_7_NonManipulative","MOCRI_POST_1_NonManipulative","MOCRI_POST_4_NonManipulative","MOCRI_POST_3_Manipulative","MOCRI_POST_9_NonManipulative","MOCRI_POST_6_Manipulative","MOCRI_POST_11_NonManipulative","MOCRI_POST_12_NonManipulative","MOCRI_POST_8_Manipulative","MOCRI_POST_7_Manipulative","MOCRI_POST_10_Manipulative","MOCRI_POST_5_NonManipulative","MOCRI_POST_2_Manipulative"
"S337","USA",31.3796333333333,"18/10/2024","05:41:07","chrome","false","Windows 10",1920,953,"Man","High School",21,"Korean","No","unlikely",0.3707,4,4,2,4,0,2,0,2,0,4,0.618983333333333,0,8,6,6,0,4,1.8961,"Extremely Conservative","Republican",1.53138333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No impact","BadNewsGame",12.2550666666667,"17267",0.62565,"It was quite generic but it works at pointing out strategies people use to spread misinformation.","No","No",1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
"S338","USA",47.7383,"18/10/2024","05:51:02","chrome","false","Chrome OS",1366,599,"Woman","High School",32,"Caucasian","Yes","unlikely",1.02491666666667,3,1,1,0,3,2,3,3,4,3,1.28191666666667,1,2,1,7,3,1,0.447466666666667,"Moderate","Democrat",2.34825,1,3,3,1,3,1,1,2,0,0,1,1,2,1,1,"Slightly improved","Tetris",19.8933833333333,"15,000",1.57188333333333,"nostalgic, played game as a kid many times","yes","yes",1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0
"S339","USA",37.9214,"18/10/2024","07:31:11","chrome","false","Chrome OS",1476,679,"Woman","Bachelor",60,"causaion whitr","Yes","likely",1.4638,3,4,0,3,1,3,1,3,1,4,1.82231666666667,1,6,2,2,2,6,0.766466666666667,"Moderate","Republican",3.25913333333333,1,3,3,3,1,1,1,3,3,3,1,3,1,1,1,"Improved","Tetris",6.7004,"level 2",1.0883,"went frpm 1st grade to third grade","yes","yes",1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1
"S340","USA",36.2014,"18/10/2024","07:13:19","firefox","false","Windows 10",1268,580,"Man","High School",64,"Caucasian","Yes","likely",0.829016666666667,3,3,1,3,3,1,1,3,0,3,0.716466666666667,4,1,1,6,6,1,0.252783333333333,"Slightly Liberal","Democrat",1.57858333333333,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,"Improved","BadNewsGame",18.2155666666667,"15,808",0.672516666666667,"Fake stories","yes","yes",0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"S341","USA",29.7988,"04/11/2024","10:15:11","opera","false","Windows 10",1482,672,"Woman","High School",23,"Latino","Yes","unlikely",0.466283333333333,3,3,3,1,3,2,2,2,4,4,0.545983333333333,7,1,0,8,4,1,0.125166666666667,"Extremely Liberal","Democrat",2.52735,0,3,4,1,0,4,2,3,0,1,1,0,3,1,3,"No impact","Tetris",14.4528333333333,"69000",0.298416666666667,"The music was cool","yes","No",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
"S342","USA",41.2401333333333,"18/10/2024","06:52:07","chrome","false","Windows 10",1366,679,"Man","Master",41,"Black African or American","Yes","likely",0.92015,3,3,1,3,2,3,1,3,1,3,0.922016666666667,2,6,4,6,6,4,0.35,"Liberal","Democrat",3.11056666666667,2,2,3,2,2,1,2,1,3,1,2,3,1,1,1,"Improved","Tetris",5.49048333333333,"3941",5.14806666666667,"Arrangements","Yes","Yes",1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0
"S343","USA",28.6953333333333,"18/10/2024","07:38:01","chrome","false","Windows 10",1872,1267,"Woman","Bachelor",36,"Caucasian","Yes","likely",0.44125,3,3,1,1,1,1,2,3,3,3,0.5798,6,3,0,8,5,4,0.1889,"Slightly Liberal","None or Independent",1.19886666666667,0,2,2,0,0,1,1,1,0,0,0,1,1,1,1,"No impact","Tetris",14.9517333333333,"49080",0.686533333333333,"the anticipation of the next shape to fill the space","yes","yes",0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S344","USA",24.11435,"18/10/2024","12:03:17","firefox","false","Windows 10",1280,587,"Woman","Bachelor",21,"black","Yes","likely",0.913566666666667,3,4,1,3,3,3,2,3,3,3,0.417116666666667,6,6,6,6,6,6,0.0907666666666667,"Conservative","Republican",3.65771666666667,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3,"Slightly improved","Tetris",7.62068333333333,"9777",0.61355,"pretty colors","yes","yes",0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0
"S345","USA",49.0380666666667,"18/10/2024","06:50:31","chrome","false","Chrome OS",1366,681,"Woman","High School",46,"caucasian","Yes","likely",0.720266666666667,3,0,0,2,0,0,3,4,0,4,1.1022,4,3,0,8,3,4,0.166833333333333,"Slightly Liberal","Democrat",2.16863333333333,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,"No impact","Tetris",18.42715,"6100",0.437866666666667,"easy controls","yes","yes",1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S346","USA",33.7387333333333,"18/10/2024","07:17:01","chrome","false","Linux",1487,1221,"Man","High School",56,"Caucasian","Yes","likely",0.846383333333333,3,4,3,2,1,0,1,3,2,3,0.91695,3,4,0,8,4,0,0.325966666666667,"Slightly Liberal","Democrat",2.10993333333333,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,"No impact","Tetris",15.2874,"3500",0.732,"Mouse Control","maybe","No",1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S347","USA",33.8306166666667,"18/10/2024","08:38:13","chrome","true","Android OS",980,1804,"Man","High School",41,"Caucasian ","Yes","likely",0.584983333333333,3,4,1,3,2,3,1,4,1,3,0.723066666666667,2,3,5,6,7,3,0.133566666666667,"Slightly Conservative","Republican",1.24515,3,4,4,3,3,3,4,3,1,1,4,2,2,1,3,"No impact","Tetris",18.46205,"34000",0.59125,"The music","Yes","Probably not ",1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0
"S348","USA",44.5046666666667,"18/10/2024","07:09:38","chrome","false","Windows 10",1536,727,"Man","Other",26,"White","Yes","likely",1.03923333333333,4,4,0,4,2,4,0,4,0,4,1.49356666666667,0,8,4,6,0,8,1.6389,"Moderate","None or Independent",5.71166666666667,2,3,3,0,2,2,3,1,4,3,3,2,2,0,0,"No impact","Tetris",10.1071166666667,"5000",0.9845,"Arranging the Tetris","Yes","Yes",1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0
"S349","USA",32.5388333333333,"18/10/2024","07:28:52","chrome","false","Windows 10",1680,881,"Man","Doctorate",67,"Caucasian","Yes","likely",0.61025,3,3,1,3,1,3,0,3,0,3,0.53795,0,5,7,0,2,4,0.120166666666667,"Conservative","Republican",1.42585,0,1,2,0,0,0,0,1,0,0,1,1,0,1,0,"No impact","Tetris",13.93605,"0",0.35585,"nothing","no","no",1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"S350","USA",26.6182166666667,"18/10/2024","07:08:55","chrome","false","Windows 10",1904,873,"Woman","Other",54,"black","No","likely",0.788566666666667,4,4,3,3,0,3,1,3,1,3,0.817483333333333,6,1,8,1,8,1,0.219833333333333,"Extremely Conservative","Democrat",1.39071666666667,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,"No impact","Tetris",11.08165,"7953",0.521333333333333,"got a break","yes","yes",0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0
"S351","USA",27.8018166666667,"18/10/2024","10:00:22","chrome","false","Windows 10",1920,919,"Man","Master",69,"Caucasian","Yes","Unsure/Refuse to answer",0.4058,4,4,0,4,2,3,0,4,0,2,0.5137,7,0,0,6,8,1,0.132633333333333,"Slightly Conservative","Republican",0.9165,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"No impact","BadNewsGame",15.1383666666667,"14806",0.384466666666667,"Finishing it","No","No",1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0
"S352","USA",23.5646166666667,"18/10/2024","04:30:08","chrome","false","Windows 10",1366,651,"Man","Master",59,"African American","Yes","unlikely",0.55365,1,3,1,3,1,4,1,4,1,4,0.639316666666667,6,2,5,5,6,3,0.202766666666667,"Slightly Liberal","Democrat",1.27046666666667,3,3,3,1,4,3,3,3,3,3,3,3,3,3,1,"Improved","BadNewsGame",11.0124833333333,"60",1.24615,"The increasing support from users despite knowing I misled them. ","Yes","Yes",1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0
"S353","USA",49.06145,"22/10/2024","12:02:44","safari","false","Mac OS",2007,1155,"Woman","Other",56,"Israelite","Unsure/Refuse to answer","unlikely",0.806166666666667,3,0,0,3,3,3,1,4,1,3,1.09443333333333,0,2,8,0,5,6,0.457316666666667,"Slightly Conservative","None or Independent",2.03278333333333,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,"Greatly improved","BadNewsGame",23.1553333333333,"14654",1.90721666666667,"Going against my character by playing a ""deceptive & manipulative"" person to gain followers. ","Yes","Yes",0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0
"S354","USA",26.7279,"19/10/2024","18:27:05","chrome","false","Mac OS",1440,794,"Man","High School",18,"South Asian","Yes","likely",0.410316666666667,4,3,2,4,2,3,2,3,0,1,0.594366666666667,6,2,1,6,4,3,0.342183333333333,"Liberal","None or Independent",0.924066666666667,2,4,3,2,1,2,1,2,1,2,1,1,3,1,2,"No impact","Tetris",16.3424666666667,"89814",0.4195,"satisfaction of getting a 'tetris'","yes","yes",1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0
"S355","USA",41.9505166666667,"18/10/2024","06:53:08","chrome","false","Windows 10",1366,641,"Man","Bachelor",48,"WHITE","Yes","likely",2.26893333333333,3,4,0,4,3,2,0,4,0,3,1.89226666666667,7,8,7,7,5,6,0.589933333333333,"Liberal","Democrat",4.48031666666667,0,1,0,0,1,0,3,0,3,0,3,0,1,0,1,"No impact","Tetris",5.50983333333333,"5000",1.30983333333333,"MOVING THE KEY BOARD TO DIRECT THE  BRICKS","YES","MAYBE",0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1
"S356","USA",32.52475,"18/10/2024","06:39:50","chrome","false","Windows 10",1600,731,"Woman","High School",50,"caucasian","No","Unsure/Refuse to answer",0.91425,3,3,2,3,4,3,0,4,1,0,1.14788333333333,1,3,6,5,6,7,0.881866666666667,"Conservative","Republican",1.83986666666667,1,3,4,1,3,2,2,2,0,3,3,3,3,4,2,"No impact","BadNewsGame",16.2814,"12500",0.354133333333333,"the options ","no","no",1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0
"S357","USA",61.25425,"18/10/2024","06:01:14","chrome","false","Windows 10",1920,878,"Man","Master",36,"black american","Yes","likely",1.54141666666667,4,4,0,3,1,3,1,4,1,4,10.1452333333333,6,7,6,1,7,5,0.28825,"Conservative","None or Independent",3.63468333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Improved","Tetris",27.7918833333333,"3296",0.8961,"colours","yes","yes",1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
"S358","USA",67.2421166666667,"18/10/2024","04:08:54","edge-chromium","false","Windows 10",1699,847,"Man","High School",60,"Caucasian","No","unlikely",4.02493333333333,3,0,0,4,0,0,3,4,0,4,2.15311666666667,8,0,2,2,1,7,0.183466666666667,"Extremely Conservative","Republican",3.06546666666667,2,2,4,0,4,4,4,4,0,1,4,4,4,4,4,"No impact","Tetris",21.1408333333333,"27,136",0.866233333333333,"eliminating rows of blocks","yes","yes",1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
"S359","USA",25.5005333333333,"22/10/2024","10:24:40","chrome","false","Windows 10",1366,641,"Man","Master",68,"Caucasian","Yes","unlikely",0.574833333333333,2,3,3,2,3,4,3,2,3,4,0.913533333333333,5,6,7,6,4,6,0.284583333333333,"Slightly Conservative","Republican",3.24021666666667,2,4,4,3,3,2,4,3,3,3,3,3,3,2,2,"Improved","BadNewsGame",12.14725,"11.209",0.694183333333333,"IMPERSONATION","yes","yes",0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0
"S360","USA",66.70005,"18/10/2024","06:55:07","chrome","false","Windows 10",1366,633,"Woman","Other",56,"Black","No","likely",2.74381666666667,3,0,0,4,2,4,0,4,0,3,3.86621666666667,0,4,7,4,4,5,0.529733333333333,"Liberal","Democrat",4.99165,1,3,4,1,2,1,4,4,3,3,2,4,2,4,1,"No impact","Tetris",24.1534333333333,"11,464",1.35948333333333,"Trying to match the cubes.","yes","yes",1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0
"S361","USA",61.2736666666667,"18/10/2024","04:58:45","chrome","false","Windows 10",1366,641,"Woman","Bachelor",23,"Asian","Yes","likely",2.53656666666667,4,4,0,4,2,3,1,3,1,4,1.47308333333333,6,7,7,4,3,5,0.33605,"Conservative","Republican",6.53531666666667,3,2,3,3,3,2,3,3,2,3,2,2,2,3,3,"Improved","BadNewsGame",14.33295,"12.544",1.15036666666667,"the funny prompts","yes ","yes",0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0
"S362","USA",50.4189,"18/10/2024","06:24:47","chrome","false","Windows 10",1536,738,"Man","Bachelor",31,"White ","Yes","likely",0.957133333333333,3,3,1,3,3,3,1,3,3,3,4.52706666666667,6,7,7,2,6,5,0.609766666666667,"Conservative","Republican",4.5462,3,3,3,2,3,1,3,3,3,3,3,1,1,3,1,"Slightly improved","BadNewsGame",20.0638166666667,"11000",2.76443333333333,"The responses i received.","No","Yes",1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S363","USA",24.6831,"18/10/2024","18:21:46","safari","false","Mac OS",1150,839,"Woman","Bachelor",24,"Latino","Yes","likely",0.4595,1,3,4,2,0,2,2,3,4,4,0.468066666666667,8,1,0,8,8,0,0.0724666666666667,"Extremely Liberal","None or Independent",1.42193333333333,2,4,4,0,2,2,3,1,0,2,4,0,2,3,4,"Slightly declined","BadNewsGame",12.1407833333333,"6000",0.614833333333333,"easy to play","yes","no",0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0
"S364","USA",72.62975,"18/10/2024","04:21:43","chrome","false","Windows 10",1280,593,"Woman","Master",60,"Caucasian","Yes","unlikely",0.6767,1,2,0,3,1,4,1,3,0,4,1.36715,0,7,8,1,2,5,0.677066666666667,"Extremely Conservative","Republican",2.96645,0,3,4,1,3,3,3,0,0,1,1,3,4,4,3,"Improved","BadNewsGame",23.8343666666667,"13992",1.29815,"My followers reactions and response.","Yes","Yes",1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1
"S365","USA",25.7310666666667,"18/10/2024","07:07:31","firefox","false","Windows 10",1920,947,"Woman","Master",59,"Caucasian","Yes","unlikely",0.334333333333333,1,3,0,3,1,3,1,4,1,3,0.261416666666667,8,0,0,8,7,2,0.0822166666666667,"Liberal","Democrat",0.7721,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Improved","BadNewsGame",15.1786333333333,"17000",0.644966666666667,"the feedback on my decisions","yes","yes",1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0
"S366","USA",53.1797833333333,"04/11/2024","09:29:14","firefox","false","Windows 10",2560,1279,"Man","Bachelor",29,"Caucasian","Yes","likely",1.41105,1,3,2,3,0,3,3,4,3,4,1.28926666666667,6,1,0,6,4,4,0.487666666666667,"Slightly Conservative","None or Independent",3.08025,3,3,2,3,2,4,2,3,3,2,2,2,4,3,2,"Slightly improved","BadNewsGame",16.96865,"it was over 5k. I didn't look at the exact number before i closed it out.",1.16558333333333,"the Emotions part","yes","if it was funnier/more comedic then yes.",1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0
"S367","USA",90.0609,"18/10/2024","06:22:50","chrome","false","Windows 10",1536,730,"Woman","Bachelor",50,"Black","Yes","likely",1.06583333333333,0,0,0,4,3,4,0,4,0,4,0.9448,0,7,4,4,8,8,0.0890666666666667,"Extremely Liberal","Democrat",20.17445,0,3,3,1,3,3,3,3,3,3,3,3,3,3,1,"Improved","BadNewsGame",2.43491666666667,"375",3.6432,"The emotion tiles","Yes","Yes",0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
"S368","USA",51.9027833333333,"18/10/2024","05:31:50","chrome","false","Windows 10",1588,732,"Woman","High School",56,"Caucasian","Yes","unlikely",1.25626666666667,3,3,0,3,1,3,3,4,1,3,0.92895,3,3,1,6,6,1,0.559416666666667,"Conservative","Republican",2.42428333333333,0,3,1,1,0,0,0,0,0,0,0,1,1,1,0,"Improved","BadNewsGame",23.4216833333333,"4000?",1.0084,"I liked the conversational tone","maybe","yes",1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0
"S369","USA",48.8375666666667,"30/10/2024","18:40:51","chrome","false","Windows 10",1280,631,"Woman","High School",57,"Asian","Yes","very likely",2.05086666666667,4,4,4,4,0,3,0,4,1,4,0.892316666666667,8,0,0,8,4,5,0.142216666666667,"Moderate","Republican",4.60765,0,1,4,1,0,2,0,0,1,1,0,0,1,0,1,"No impact","BadNewsGame",22.8179166666667,"12588",0.484033333333333,"It was funny and sometimes options really weren't options","Yes","Yes",1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
"S370","USA",33.2873666666667,"04/11/2024","07:46:19","chrome","false","Windows 10",1920,919,"Man","High School",67,"Caucasian","Yes","likely",0.528816666666667,0,1,0,4,1,3,3,4,0,2,0.730466666666667,1,6,0,8,8,7,0.121733333333333,"Conservative","Republican",1.18716666666667,4,4,3,4,4,4,4,4,2,3,4,4,3,3,2,"Improved","BadNewsGame",16.8009333333333,"4500",0.741133333333333,"helpful suggestions","yes","yes",1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
"S371","USA",24.1868833333333,"04/11/2024","09:54:29","chrome","false","Windows 10",1280,665,"Man","Master",36,"HISPANIC","Yes","likely",0.268766666666667,3,3,1,3,3,3,3,3,1,3,0.260366666666667,6,5,5,5,6,5,1.85523333333333,"Extremely Conservative","Republican",0.32505,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,"Greatly improved","Tetris",17.4247333333333,"16480",0.30745,"COLORS","NO","YES",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S372","USA",7.1625,"18/10/2024","07:56:54","chrome","false","Windows 10",1050,922,"Man","Master",25,"Caucasian","Yes","very likely",0.416633333333333,4,3,3,2,3,2,4,3,1,2,0.53445,6,6,3,4,5,4,0.0961166666666667,"Moderate","None or Independent",0.550266666666667,2,2,3,3,3,2,3,2,3,4,4,3,2,4,3,"Greatly improved","Tetris",0.02395,"11350",0.704483333333333,"the moves and sounds","yes","yes",1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0
"S373","USA",28.9335166666667,"18/10/2024","06:58:58","chrome","false","Windows 10",1280,551,"Woman","Other",32,"African-American","Yes","likely",0.765566666666667,1,3,1,1,0,4,0,4,3,4,0.444066666666667,0,8,7,1,0,8,0.3179,"Moderate","Democrat",1.8768,0,1,3,1,0,3,0,1,0,0,1,1,1,0,1,"Greatly improved","BadNewsGame",14.6259166666667,"19413",0.787616666666667,"The interactiveness of the game was fun and entertaining.","Yes","Yes",1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1
"S374","USA",41.75475,"18/10/2024","03:00:05","safari","false","Mac OS",1440,820,"Man","Master",71,"caucasian","Yes","likely",0.933016666666667,4,3,4,4,3,0,1,3,0,3,1.12135,6,0,0,8,3,1,0.2574,"Liberal","Democrat",2.81231666666667,1,3,3,1,0,1,0,1,1,0,0,0,1,1,0,"No impact","Tetris",16.5267166666667,"38000",2.37866666666667,"It provides distraction and entertainment ","yes, one of my favs","yes",1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"S375","USA",27.3796,"18/10/2024","06:29:44","chrome","false","Mac OS",1209,698,"Woman","High School",73,"Caucasian","Yes","likely",0.904533333333333,0,4,0,2,1,4,3,3,1,4,1.0632,4,0,0,8,5,1,0.338966666666667,"Liberal","Democrat",1.70318333333333,2,2,3,2,2,1,2,2,1,1,2,0,1,1,1,"No impact","Tetris",8.4073,"14000",0.89515,"trying to line up blocks","maybe!","no",1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0
"S376","USA",44.1889166666667,"18/10/2024","07:20:48","chrome","false","Windows 10",1366,641,"Woman","High School",69,"caucasian","Yes","likely",1.0053,0,3,0,4,1,3,0,4,0,3,1.22436666666667,0,1,0,8,8,6,0.243766666666667,"Extremely Liberal","Democrat",1.4692,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Slightly improved","BadNewsGame",23.9180166666667,"13000",1.2884,"intriguing","yes","yes",1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0
"S377","USA",47.5773,"18/10/2024","09:22:57","edge-chromium","false","Windows 10",1221,541,"Woman","Bachelor",66,"Caucasian ","No","likely",0.736583333333333,4,3,2,3,0,0,3,4,3,4,0.82785,2,7,7,7,1,7,0.357766666666667,"Slightly Conservative","None or Independent",2.21613333333333,3,4,4,4,4,4,3,3,3,4,4,3,4,1,3,"Improved","BadNewsGame",26.6447833333333,"15000",0.552716666666667,"the funny prompts","no","no",0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0
"S378","USA",45.11305,"18/10/2024","07:48:58","safari","false","Mac OS",1792,930,"Woman","Bachelor",47,"Native American","No","unlikely",1.21103333333333,3,1,0,2,1,2,3,4,2,3,0.76595,6,2,0,7,6,2,0.0943333333333333,"Liberal","Democrat",2.87223333333333,1,3,3,3,3,3,1,1,1,1,1,1,3,1,3,"Slightly improved","BadNewsGame",19.0765666666667,"4500",0.839083333333333,"When I tried to be moral or ethical the game steered me in a different direction.","Probably","Yes",1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
"S379","USA",35.1810166666667,"18/10/2024","07:51:46","chrome","false","Mac OS",1440,778,"Woman","High School",20,"Middle Eastern","Yes","likely",0.5827,4,3,1,0,3,1,2,3,4,2,0.49685,7,0,0,7,6,2,0.186383333333333,"Liberal","Democrat",1.45328333333333,1,2,3,1,1,3,2,1,1,0,2,0,2,1,2,"Slightly improved","BadNewsGame",15.32725,"6500",4.70313333333333,"Seeing how many followers I gained after each option","Yes","Yes",1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0
"S380","USA",18.2733166666667,"18/10/2024","08:58:40","chrome","false","Windows 10",1536,798,"Man","High School",45,"asian","Yes","likely",0.423183333333333,3,4,1,4,1,3,1,4,1,3,0.260966666666667,1,1,1,2,2,2,0.0652833333333333,"Slightly Conservative","Republican",0.49705,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,"Slightly improved","BadNewsGame",14.1094833333333,"105",0.21915,"how fast it moved","yes","yes",1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1
"S381","USA",33.26935,"04/11/2024","09:25:13","chrome","false","Windows 10",1600,777,"Man","Bachelor",53,"Caucasian","Yes","likely",0.809266666666667,3,1,1,3,3,2,3,4,3,4,0.925916666666667,3,5,3,7,5,5,0.21725,"Slightly Conservative","Republican",1.99583333333333,2,1,3,3,2,3,1,1,1,1,1,2,1,2,1,"No impact","Tetris",16.7294,"800",0.541433333333333,"the challenge of fitting the pieces correctly","yes","yes",1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
"S382","USA",43.9633,"18/10/2024","06:20:38","chrome","false","Windows 10",1366,607,"Woman","High School",62,"Caucsian","Yes","Unsure/Refuse to answer",0.825833333333333,1,1,1,3,1,3,4,4,0,1,0.9136,5,2,2,6,2,6,0.202616666666667,"Slightly Conservative","Republican",1.95568333333333,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,"Slightly improved","BadNewsGame",23.4707333333333,"11.909",1.0978,"Interacting with the AI, I found it humorous","yes","yes",0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0
"S383","USA",46.7630333333333,"18/10/2024","06:51:01","chrome","false","Windows 10",1279,576,"Man","High School",48,"Caucasian","Yes","unlikely",2.28641666666667,4,0,3,3,1,3,4,1,4,3,6.94156666666667,0,0,7,2,5,6,0.153616666666667,"Conservative","Republican",2.783,1,3,4,1,0,3,3,3,0,1,3,1,3,3,1,"Unsure/refuse to answer","BadNewsGame",14.79065,"16788",0.630583333333333,"the funny prompts","no","no",1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0
"S384","USA",39.3129666666667,"18/10/2024","08:15:27","firefox","false","Windows 10",1366,635,"Man","Doctorate",26,"Black American","Yes","likely",0.892583333333333,4,4,0,4,1,4,0,4,1,4,3.62806666666667,6,7,7,5,1,5,0.500216666666667,"Conservative","Republican",3.30775,1,2,3,2,2,1,3,1,3,3,3,2,1,1,1,"Improved","BadNewsGame",10.1767833333333,"500",2.34678333333333,"Emotion","yes","yes",0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
